term,count,raw_examples,already_in_common_skills,already_in_analytics_ml_signals,already_in_tooling_signals,promotable,candidate_common_skill,candidate_analytics_ml_signal,candidate_tooling_signal,candidate_baseline_families
cd,1,ci/cd/ci-cd/continuous integration/continuous deployment/jenkins,False,False,False,True,True,False,False,
cfa,1,['cfa'],False,False,False,True,True,False,False,
cfa a plus,1,' cfa a plus'],False,False,False,True,True,False,False,
cgi,1,' cgi',False,False,False,True,True,False,False,
chaid,1,' chaid',False,False,False,True,True,False,False,
change management,1,' change management',False,False,False,True,True,False,False,
chart js,1,tableau/ raw /chart js/data visualization,False,False,False,True,True,False,False,
chef,1,' chef'],False,False,False,True,True,False,False,
chief data scientist,1,['chief data scientist'],False,False,False,False,False,False,False,
ci,1,ci/cd/ci-cd/continuous integration/continuous deployment/jenkins,False,False,False,True,True,False,False,
cigo,1,cigo,False,False,False,True,True,False,False,
cisco,1,' cisco',False,False,False,True,True,False,False,
claims data,1,' claims data',False,False,False,True,True,False,False,
cloudbase,1,' cloudbase',False,False,False,True,True,False,False,
cloundera,1,' cloundera',False,False,False,True,True,False,False,
clustering,1,' clustering ',False,False,False,True,True,False,False,classical_ml_methods
cnn,1,' cnn',False,False,False,True,True,False,False,
coding,1,jquery/javascript programming including scripting / coding,False,False,False,True,True,False,False,
cognitive technology,1,ai and cognitive technology,False,False,False,True,True,False,False,
comprehend,1,' comprehend'],False,False,False,True,True,False,False,
computer,1,' computer',False,False,False,True,True,False,False,
computer engineering,1,' computer engineering',False,False,False,False,False,False,False,
continuous deployment,1,ci/cd/ci-cd/continuous integration/continuous deployment/jenkins,False,False,False,True,True,False,False,
continuous integration,1,ci/cd/ci-cd/continuous integration/continuous deployment/jenkins,False,False,False,True,True,False,False,
corenlp,1,' corenlp'],False,False,False,True,True,False,False,
couchbase programming,1,' couchbase programming',False,False,False,True,True,False,False,
cplex,1,' cplex',False,False,False,True,True,False,False,
creating large datasets,1,' creating large datasets',False,False,False,True,True,False,False,
customer service,1,' customer service',False,False,False,True,True,False,False,
data analyst,1,data analyst and capacity and visualization and sql and azure,False,False,False,False,False,False,False,
data architect,1,data architect - r,False,False,False,True,True,False,False,
data design,1,' data design',False,False,False,True,True,False,False,
data driven insights,1,statistical analysis and data driven insights,False,False,False,True,True,False,False,
data management systems,1,' data management systems'],False,False,False,True,True,False,False,
data manipulation,1,data manipulation/wrangling,False,False,False,True,True,False,False,
data modelling,1,' data modelling',False,False,False,True,True,False,False,
data pipelines,1,'data pipelines',False,False,False,True,True,False,False,
data science python,1,['data science python',False,False,False,True,True,False,True,
data sciences,1,' data sciences',False,False,False,True,True,False,False,
data streaming,1,'data streaming',False,False,False,True,True,False,False,
data warehouse reporting,1,' data warehouse reporting'],False,False,False,True,True,False,False,
data warehousing,1,'data warehousing',False,False,False,True,True,False,False,
data wrangling,1,data manipulation/wrangling,False,False,False,True,True,False,False,
data-science,1,['data-science',False,False,False,True,True,False,False,
database concepts,1,database concepts and sql,False,False,False,True,True,False,False,
datawarehouse,1,'datawarehouse',False,False,False,True,True,False,False,
dax,1,' dax',False,False,False,True,True,False,False,
dba,1,' dba',False,False,False,True,True,False,False,
decision tree,1,decision tree,False,False,False,True,True,False,False,classical_ml_methods
deployment,1,cloud enablement/deployment,False,False,False,True,True,False,False,
design,1,design,False,False,False,True,True,False,False,
development java,1,' development(java)',False,False,False,True,True,False,False,
devops,1,' devops',False,False,False,True,True,False,False,
digital analytics,1,' digital analytics',False,False,False,True,True,False,False,
digital marketing,1,['digital marketing',False,False,False,True,True,False,False,
direct analytics,1,['direct analytics',False,False,False,True,True,False,False,
docker,1,' docker',False,False,True,False,False,False,False,
domino,1,['domino',False,False,False,True,True,False,False,
draw insights,1,etc to manipulate data and draw insights from large data sets,False,False,False,True,True,False,False,
dynamic pricing,1,['dynamic pricing',False,False,False,True,True,False,False,
dynamodb,1,' dynamodb'],False,False,False,True,True,False,False,
ecommerce,1,' ecommerce',False,False,False,True,True,False,False,
elastic search,1,' elastic search',False,False,False,True,True,False,False,
electronic trading,1,asset mgmt/electronic trading,False,False,False,True,True,False,False,
enablement,1,cloud enablement/deployment,False,False,False,True,True,False,False,
engineering,1,' engineering',False,False,False,False,False,False,False,
enterprise architect,1,['enterprise architect',False,False,False,True,True,False,False,
epic,1,epic,False,False,False,True,True,False,False,
erp,1,' erp',False,False,False,True,True,False,False,
erwin,1,' erwin',False,False,False,True,True,False,False,
erwin r7 0,1,['erwin r7.0',False,False,False,True,True,False,False,
etl development,1,['etl development',False,False,False,True,True,False,False,
extract,1,extract,False,False,False,True,True,False,False,
finance,1,['finance ',False,False,False,True,True,False,False,
financial data experience,1,['financial data experience',False,False,False,False,False,False,False,
financial experience,1,' financial experience'],False,False,False,False,False,False,False,
financial industry,1,['financial industry',False,False,False,True,True,False,False,
fintech,1,' fintech',False,False,False,True,True,False,False,
fintech exp,1,['fintech exp'],False,False,False,True,True,False,False,
flash,1,' flash',False,False,False,True,True,False,False,
forecast,1,['forecast',False,False,False,True,True,True,False,
full stack,1,['full stack',False,False,False,True,True,False,False,
genetics,1,' genetics',False,False,False,True,True,False,False,
github,1,business analyst data scientist r python jira github tableau powerbi statistics,True,False,True,False,False,False,False,version_control
graphics,1,' graphics',False,False,False,True,True,False,False,
h2o,1,h2o or azure ml,False,False,False,True,True,False,False,
hadoop framework,1,hadoop framework'],False,False,False,True,True,False,False,
hadoop hbase,1,' hadoop hbase',False,False,False,True,True,False,False,
healthcare,1,' healthcare',False,False,False,True,True,False,False,
healthcare analytics,1,' healthcare analytics',False,False,False,True,True,False,False,
hiin analyst,1,['hiin analyst',False,False,False,False,False,False,False,
hortonworks,1,apache spark or kubernetes or hortonworks or hadoop,False,False,False,True,True,False,False,
hypothesis generation,1,data modeling and hypothesis generation,False,False,False,True,True,False,False,
ibm spss,1,ibm spss and sas tools,False,False,False,True,True,False,False,
id,1,id,False,False,False,True,True,False,False,
ieor,1,' ieor'],False,False,False,True,True,False,False,
impala,1,hdfs/ hive/ impala,False,False,False,True,True,False,False,
including distributions,1,' including distributions',False,False,False,True,True,False,False,
including python,1,' including python',False,False,False,True,True,False,True,
infrastructure design,1,infrastructure/platform design,False,False,False,True,True,False,False,
insurance,1,' insurance'],False,False,False,True,True,False,False,
integration service ssis,1,' integration service (ssis)',False,False,False,True,True,False,False,
iterative development,1,' iterative development',False,False,False,True,True,False,False,
jda software,1,' jda software'],False,False,False,True,True,False,False,
jdbc,1,' jdbc',False,False,False,True,True,False,False,
jira,1,business analyst data scientist r python jira github tableau powerbi statistics,False,False,False,True,True,False,False,
kafka,1,['kafka',False,False,False,True,True,False,False,
kaggle,1,' kaggle',False,False,False,True,True,False,False,
kdb,1,'kdb',False,False,False,True,True,False,False,
kubernates,1,' kubernates',False,False,False,True,True,False,False,
kubernetes,1,apache spark or kubernetes or hortonworks or hadoop,False,False,True,False,False,False,False,
labeling,1,' labeling',False,False,False,True,True,False,False,
laboratory,1,' laboratory',False,False,False,True,True,False,False,
lambda functions,1,' lambda functions',False,False,False,True,True,False,False,
lambda tier,1,' lambda tier',False,False,False,True,True,False,False,
life-sciences,1,' life-sciences',False,False,False,True,True,False,False,
linear,1,' linear',False,False,False,True,True,False,False,
linear regression,1,linear regression,False,False,False,True,True,True,False,classical_ml_methods
load,1,load,False,False,False,True,True,False,False,
logging systems,1,' logging systems',False,False,False,True,True,False,False,
looker,1,' looker',True,False,True,False,False,False,False,
mach,1,' mach'],False,False,False,True,True,False,False,
machine leaning,1,' machine leaning'],False,False,False,True,True,False,False,
machine learning - data scientist,1,' machine learning - data scientist',False,False,False,False,False,False,False,model_development_basics
machine learning - dynamic pricing,1,' machine learning - dynamic pricing',False,False,False,False,False,False,False,model_development_basics
machine learning - python,1,' machine learning - python',False,False,False,True,True,True,True,model_development_basics
machine learning aml python,1,' machine learning (aml)python',False,False,False,True,True,True,True,model_development_basics
machine learning and artificial intelligence and rafa,1,['(machine learning ) and (artificial intelligence ) and (rafa )'],False,False,False,False,False,False,False,model_development_basics
machine learning and statistical modeling techniques,1,['machine learning and statistical modeling techniques',False,False,False,False,False,False,False,model_development_basics
machine learning and tensorflow and statistical model,1,['machine learning and tensorflow and statistical model'],False,False,False,False,False,False,False,model_development_basics
machine learning jda software,1,' machine learning jda software'],False,False,False,True,True,True,False,model_development_basics
machine learning ml,1,' machine learning (ml)'],False,False,False,True,True,True,False,model_development_basics
machine learning python sql / nosql databases,1,['machine learning python sql / nosql databases',False,False,False,False,False,False,False,model_development_basics
machine learning tools like spark mlib,1,' machine learning tools like spark mlib',False,False,False,False,False,False,False,model_development_basics
machine learning/data science/data scientist,1,' machine learning/data science/data scientist',False,False,False,False,False,False,False,model_development_basics
mahout,1,' mahout',False,False,False,True,True,False,False,
manipulate data,1,etc to manipulate data and draw insights from large data sets,False,False,False,True,True,False,False,
marketing analysis,1,' marketing analysis',False,False,False,True,True,False,False,
marketing data scientist/analyst,1,['marketing data scientist/analyst'],False,False,False,False,False,False,False,
marketing technologies,1,['marketing technologies',False,False,False,True,True,False,False,
master data management analyst,1,' master data management analyst'],False,False,False,False,False,False,False,
materials,1,' materials',False,False,False,True,True,False,False,
mathematica,1,' mathematica'],False,False,False,True,True,False,False,
mathematical models,1,' mathematical models',False,False,False,True,True,False,False,
mdm,1,' mdm'],False,False,False,True,True,False,False,
mdm analyst,1,['mdm analyst',False,False,False,False,False,False,False,
microservices,1,' microservices',False,False,False,True,True,False,False,
microsoft,1,' microsoft',False,False,False,True,True,False,False,
microsoft azure,1,' microsoft azure',False,False,False,True,True,False,True,
microsoft excel,1,' microsoft excel',False,False,False,True,True,False,True,
microsoft powerbi,1,' microsoft powerbi',False,False,False,True,True,False,False,
microstrategy,1,' microstrategy',False,False,False,True,True,False,False,
middleware,1,' middleware',False,False,False,True,True,False,False,
mllib,1,' mllib',False,False,False,True,True,False,False,
modeanalytics,1,' modeanalytics',False,False,False,True,True,False,False,
modeling - python,1,' modeling - python',False,False,False,True,True,True,True,
modeling-and-simulation,1,' modeling-and-simulation',False,False,False,True,True,True,False,
models,1,ai and ml models,False,False,False,True,True,False,False,
mongo,1,' mongo',False,False,False,True,True,False,False,
ms sql,1,['ms sql',False,False,False,True,True,False,True,
ms/phd,1,['ms/phd',False,False,False,True,True,False,False,
n/a,1,['n/a'],False,False,False,True,True,False,False,
naive bayes classifier,1,' naive bayes classifier',False,False,False,True,True,False,False,
natural language,1,['natural language',False,False,False,True,True,False,False,
natural programmer,1,' natural programmer',False,False,False,True,True,False,False,
netezza,1,' netezza',False,False,False,True,True,False,False,
network/ security,1,' network/ security',False,False,False,True,True,False,False,
networking,1,' networking',False,False,False,True,True,False,False,
networking architecture,1,' networking architecture',False,False,False,True,True,False,False,
neural,1,' neural'],False,False,False,True,True,False,False,
neuro networks,1,' neuro networks',False,False,False,True,True,False,False,
nlp and text analytics,1,' nlp and text analytics',False,False,False,True,True,False,False,
nlp natural language processing git r matlab,1,['nlp(natural language processing) git r matlab'],False,False,False,False,False,False,False,version_control
nltk,1,' nltk',False,False,False,True,True,False,False,
node,1,'node',False,False,False,True,True,False,False,
nosql dynamodb/cassandra/mongodb,1,' nosql (dynamodb/cassandra/mongodb)',False,False,False,True,True,False,False,
numerical optimization,1,' numerical optimization',False,False,False,True,True,False,False,
operating,1,' operating',False,False,False,True,True,False,False,
operations,1,' operations'],False,False,False,True,True,False,False,
operations - r,1,' operations - r',False,False,False,True,True,False,True,
operations analysis,1,' operations analysis',False,False,False,True,True,False,False,
optimization,1,' optimization',False,False,False,True,True,False,False,
or other scripting languages,1,' or other scripting languages',False,False,False,True,True,False,False,
or recommender systems,1,' or recommender systems',False,False,False,True,True,False,False,
oracle marketing suite,1,' oracle marketing suite'],False,False,False,True,True,False,False,
organization transformation,1,' organization transformation',False,False,False,True,True,False,False,
performance,1,' performance',False,False,False,True,True,False,False,
phd required,1,['phd required',False,False,False,False,False,False,False,
pig - python,1,' pig - python',False,False,False,True,True,False,True,
pl/sql,1,['pl/sql',False,False,False,True,True,False,True,
platform design,1,infrastructure/platform design,False,False,False,True,True,False,False,
postgres,1,' postgres',False,False,False,True,True,False,False,
postgres kafka,1,' postgres) kafka'],False,False,False,True,True,False,False,
power bi,1,' power bi',True,False,True,False,False,False,False,
powerbi,1,business analyst data scientist r python jira github tableau powerbi statistics,False,False,False,True,True,False,False,
powerpoint,1,' powerpoint',False,False,False,True,True,False,False,
predictive modelling,1,'predictive modelling',False,False,False,True,True,False,False,
predictive models,1,building predictive models - r,False,False,False,True,True,False,False,
predictive-analytics,1,' predictive-analytics',False,False,False,True,True,False,False,
presto,1,' presto'],False,False,False,True,True,False,False,
presto - kafka,1,' presto - kafka',False,False,False,True,True,False,False,
process reengineering,1,' process reengineering',False,False,False,False,False,False,False,
product development,1,sales or product development function within a data driven organization,False,False,False,True,True,False,False,
programmer,1,' programmer',False,False,False,True,True,False,False,
protocols,1,' protocols',False,False,False,True,True,False,False,
public cloud,1,' public cloud',False,False,False,True,True,False,False,
puppet,1,' puppet',False,False,False,True,True,False,False,
pydata,1,['pydata',False,False,False,True,True,False,False,
pyspark hadoop,1,' pyspark hadoop',False,False,False,True,True,False,False,
pythin,1,['pythin',False,False,False,True,True,False,False,
python - aws,1,' python - aws',False,False,False,True,True,False,True,
python - data science,1,' python - data science',False,False,False,True,True,False,True,
python - machine learning,1,' python - machine learning',False,False,False,True,True,True,True,model_development_basics
python and,1,['python and ('],False,False,False,True,True,False,True,
python and spark,1,python & spark,False,False,False,True,True,False,True,
python including numpy,1,' python (including numpy',False,False,False,True,True,False,True,
python r scala sql,1,['python r scala sql'],False,False,False,True,True,False,True,
python software developer background,1,['python software developer background,False,False,False,True,True,False,True,
python/java/c,1,['python/java/c#',False,False,False,True,True,False,True,
python/r,1,' python/r'],False,False,False,True,True,False,True,
python/r/sas,1,['python/r/sas'],False,False,False,True,True,False,True,
pyton,1,' pyton',False,False,False,True,True,False,False,
pytorch,1,' pytorch',True,False,True,False,False,False,False,
qa,1,' qa',False,False,False,True,True,False,False,
qlikview,1,' qlikview'],False,False,False,True,True,False,False,
quality,1,' quality',False,False,False,True,True,False,False,
quality assurance,1,' quality assurance',False,False,False,True,True,False,False,
quantitative analyst,1,' quantitative analyst'],False,False,False,False,False,False,False,
quantitative and mathematical proficiency,1,' quantitative and mathematical proficiency'],False,False,False,True,True,False,False,
quantitative business problem solving,1,' quantitative business problem solving',False,False,False,True,True,False,False,
quantitative researcher-equities,1,['quantitative researcher-equities'],False,False,False,True,True,False,False,
r and/or python,1,' r and/or python'],False,False,False,True,True,False,True,
r etc,1,' r etc.'],False,False,False,True,True,False,True,
r programming,1,' r programming',False,False,False,True,True,False,True,
r required,1,['r required,False,False,False,False,False,False,False,
r studio,1,' r studio'],False,False,False,True,True,False,True,
r/python,1,' r/python'],False,False,False,True,True,False,True,
r/python programming,1,['r/python programming',False,False,False,True,True,False,True,
rabbitmq,1,' rabbitmq'],False,False,False,True,True,False,False,
rapidminer,1,' rapidminer'],False,False,False,True,True,False,False,
rational,1,' rational',False,False,False,True,True,False,False,
raw skills,1,raw_skills,False,False,False,False,False,False,False,
rdbms,1,' rdbms'],False,False,False,True,True,False,False,
rdbms - python,1,' rdbms - python',False,False,False,True,True,False,True,
rdms,1,' rdms',False,False,False,True,True,False,False,
recommendation,1,' recommendation'],False,False,False,True,True,False,False,
redshift - data scientist,1,' redshift - data scientist',False,False,False,False,False,False,False,
redshift is a plus,1,' redshift is a plus.'],False,False,False,True,True,False,False,
reinforcement learningm probabistic inference,1,' reinforcement learningm probabistic inference',False,False,False,True,True,False,False,
report,1,' report',False,False,False,True,True,False,False,
reporting and etl,1,'reporting&etl',False,False,False,True,True,False,False,
reporting service ssrs,1,' reporting service (ssrs)',False,False,False,True,True,False,False,
rnn,1,' rnn',False,False,False,True,True,False,False,
robotics,1,' robotics',False,False,False,True,True,False,False,
saas,1,['saas',False,False,False,True,True,False,False,
sagemaker,1,' sagemaker',False,False,False,True,True,False,False,
sap isu,1,' sap isu',False,False,False,True,True,False,False,
sas or pytho,1,' sas or pytho'],False,False,False,True,True,False,True,
sas or python,1,' sas or python'],False,False,False,True,True,False,True,
scala or c++,1,' scala or c++)'],False,False,False,True,True,False,False,
scalanltk,1,' scalanltk',False,False,False,True,True,False,False,
scheduling,1,' scheduling',False,False,False,True,True,False,False,
scikit-learn data visualization matplotlib,1,' scikit-learn data visualization (matplotlib',False,False,False,True,True,False,True,
scipy and pandas,1,' scipy & pandas)',False,False,False,True,True,False,True,
scripting,1,jquery/javascript programming including scripting / coding,False,False,False,True,True,False,False,
sdlc,1,' sdlc',False,False,False,True,True,False,False,
seaborn,1,' seaborn',False,False,False,True,True,False,False,
see job description,1,['see job description'],False,False,False,True,True,False,False,
semi-supervised label propagation,1,' semi-supervised (label propagation)',False,False,False,True,True,False,False,
senior manager,1,' senior manager',False,False,False,False,False,False,False,
sgml,1,' sgml'],False,False,False,True,True,False,False,
shell,1,bash/shell,False,False,False,True,True,False,False,
sme in statistics,1,['sme in statistics',False,False,False,True,True,True,False,
snowflake,1,' snowflake',True,False,True,False,False,False,False,
software development,1,' software development',False,False,False,True,True,False,False,
solutions implementation,1,' solutions implementation',False,False,False,True,True,False,False,
sosql,1,' sosql',False,False,False,True,True,False,False,
spark - big data,1,' spark - big data',False,False,False,True,True,False,True,
spark - machine learning,1,' spark - machine learning',False,False,False,True,True,True,True,model_development_basics
spark or alteryx,1,' spark or alteryx',False,False,False,True,True,False,True,
sparks,1,' sparks',False,False,False,True,True,False,False,
splunk,1,' splunk',False,False,False,True,True,False,False,
sprocs,1,' sprocs',False,False,False,True,True,False,False,
spss or even r,1,' spss or even r',False,False,False,True,True,False,True,
sql - full stack,1,' sql - full stack',False,False,False,True,True,False,True,
sql and relational databases,1,' sql and relational databases',False,False,False,True,True,False,True,
sql data engineer,1,' sql data engineer',False,False,False,False,False,False,False,
sql oracle,1,' sql (oracle',False,False,False,True,True,False,True,
sql python etl,1,['sql python etl'],False,False,False,True,True,False,True,
sql tableau marketing analysis,1,['sql tableau marketing analysis'],False,False,False,True,True,False,True,
stanford,1,' stanford',False,False,False,True,True,False,False,
stanford corenlp,1,' stanford corenlp',False,False,False,True,True,False,False,
statistical analysis/modeling,1,' statistical analysis/modeling'],False,False,False,True,True,True,False,
statistical computer language,1,' statistical computer language',False,False,False,True,True,True,False,
statistical testing,1,' statistical testing',False,False,False,True,True,True,False,
statistical/machine learning algorithms,1,' statistical/machine learning algorithms'],False,False,False,True,True,True,False,model_development_basics
statistical/machine learning algorithms - machine learning,1,' statistical/machine learning algorithms - machine learning',False,False,False,False,False,False,False,model_development_basics
statistics or data modeling,1,' statistics or data modeling'],False,False,False,True,True,True,False,
statistics/data modeling,1,' statistics/data modeling',False,False,False,True,True,True,False,
stats,1,' stats',False,False,False,True,True,False,False,
stochastic simulation,1,' stochastic simulation',False,False,False,True,True,False,False,
strategic planning,1,'strategic planning ',False,False,False,True,True,False,False,
strategy,1,' strategy',False,False,False,True,True,False,False,
structured and unstructured data,1,' structured and unstructured data',False,False,False,True,True,False,False,
such as k-nn,1,' such as k-nn'],False,False,False,True,True,False,False,
supplier campaign tracking,1,'supplier campaign tracking',False,False,False,True,True,False,False,
supply chain forecasting,1,'  supply chain forecasting',False,False,False,True,True,True,False,
svm,1,' svm',True,True,False,False,False,False,False,classical_ml_methods
sybase,1,' sybase',False,False,False,True,True,False,False,
system programming,1,system programming,False,False,False,True,True,False,False,
systems,1,' systems'],False,False,False,True,True,False,False,
t ad hoc reporting,1,'\t ad hoc reporting',False,False,False,True,True,False,False,
t financial,1,'\t financial',False,False,False,True,True,False,False,
t small business,1,' \t small business'],False,False,False,True,True,False,False,
t spend analysis,1,'\t spend analysis',False,False,False,True,True,False,False,
t-sql,1,' t-sql',False,False,False,True,True,False,True,
tableu,1,' tableu',False,False,False,True,True,False,False,
teaching technical concepts,1,' teaching technical concepts'],False,False,False,True,True,False,False,
telecom,1,' telecom'],False,False,False,True,True,False,False,
telecommunications,1,' telecommunications',False,False,False,True,True,False,False,
tensor flow,1,' tensor flow',False,False,False,True,True,False,False,
terraform,1,' terraform',False,False,False,True,True,False,False,
test,1,' test',False,False,False,True,True,False,False,
test ng/selenium,1,' test ng/selenium',False,False,False,True,True,False,False,
test plan,1,' test plan',False,False,False,True,True,False,False,
tibco,1,' tibco',False,False,False,True,True,False,False,
toolkits like pandas,1,' (toolkits like pandas',False,False,False,True,True,False,True,
transformation,1,' transformation',False,False,False,True,True,False,False,
trend analysis,1,' trend analysis',False,False,False,True,True,False,False,
typescript,1,' typescript',False,False,False,True,True,False,False,
umls,1,expert level understanding of the umls,False,False,False,True,True,False,False,
unit testing,1,team setting including git and unit testing,False,False,False,True,True,False,False,
unsupervised clustering,1,'  unsupervised (clustering)',False,False,False,True,True,False,False,classical_ml_methods
url,1,url,False,False,False,True,True,False,False,
user interface,1,' user interface'],False,False,False,True,True,False,False,
ux,1,' ux',False,False,False,True,True,False,False,
vertica,1,' vertica',False,False,False,True,True,False,False,
watson,1,['watson',False,False,False,True,True,False,False,
watson data studio,1,' watson data studio'],False,False,False,True,True,False,False,
watson discovery,1,' watson discovery',False,False,False,True,True,False,False,
web developer,1,' web developer'],False,False,False,True,True,False,False,
webservices,1,webservices'],False,False,False,True,True,False,False,
wps,1,wps or spss or python prefer sql server,False,False,False,True,True,False,False,
wrangle,1,' wrangle',False,False,False,True,True,False,False,
xgboot,1,' xgboot',False,False,False,True,True,False,False,
xslt,1,' xslt'],False,False,False,True,True,False,False,
